,host,class
1785840,konvhicreqp.cx,dga
624525,goforno.com,legit
1056017,6wyom1dhyxz31ygzledmi0c4w.com,dga
1208967,bptjenhancedysb.com,dga
312936,cm-bordeaux.fr,legit
429183,1000dokan.com,legit
259338,mysecretfling.com,legit
1773128,ddwsngdxglssbsnnpqix.bz,dga
149232,take-root.net,legit
1634066,fgeatxdmambsvjkc.com,dga
411310,uberproaudio.com,legit
593989,examrex.com,legit
468635,fitnesdomaonline.ru,legit
1163668,hebetazwessy.kz,dga
481319,sklepmeble24.pl,legit
1492043,sihkamentalistfanchonut.com,dga
2046888,corretorautomatico.com,legit
418533,cbn.id,legit
71183,it-ebooks.info,legit
631009,4vium.blogspot.com.es,legit
425631,microwd.es,legit
1216865,cafvvinskycattederifg.com,dga
1934160,xvideoanal.com.br,legit
1614627,zpulsatformalisticirekb.com,dga
1067438,1fkndp814jlyoiqkhd8mwag28.org,dga
1555505,wanjanerraticallyqozaw.com,dga
1068431,15cpffv91ru6xg8fqqzy1d7vc.org,dga
1454634,qcelthoodivettewl.com,dga
222921,gir18.com,legit
935136,xerasin.com,legit
1384746,lzfqbyplaywobb.com,dga
1061632,ebwhqfmbgbc2mlc.ddns.net,dga
104852,toptheme.org,legit
2003004,ec.gc.ca,legit
955605,rcsy.ir,legit
2013071,76bit.com,legit
42904,bitcoinexchangeguide.com,legit
1303309,hfqgamentalistfanchonut.com,dga
1214875,bxuhancorml.com,dga
335441,alexslemonade.org,legit
83758,tind3r.com,legit
1601416,ywdhsemitismgavenuteq.com,dga
890967,linda-belcher.tumblr.com,legit
778982,euaquaponicshub.com,legit
562673,theradtrads.com,legit
1936401,directv.com.co,legit
1229000,curtrsensinaix.com,dga
785377,cre8sounds.com,legit
250450,jkbank.com,legit
1036278,wvrd1f7oete4hzo22t1uyk27k.com,dga
1573771,xfsifordlinnetavox.com,dga
223937,niceboobs.pics,legit
1188693,akdpestnessbiophysicalohax.com,dga
718162,kgasht.com,legit
263528,mobtakeran.net,legit
1414030,nthyepictom.com,dga
1704500,hdiadrogyekmknnbe.su,dga
1066188,1msrecb1tvjxbm17zykkvqcunll.com,dga
456294,containerdienst.de,legit
1765903,fawprfqgckrufz.com,dga
1312263,hrwjiologistbikerepil.com,dga
451486,swcofc.org,legit
1447905,ptjhsikathrinezad.com,dga
623428,das-seecafe.de,legit
1093952,cntxljd.org,dga
1104258,dmjsnyygnqej.biz,dga
29316,dailyverses.net,legit
353908,glastonburyfestivals.co.uk,legit
253901,cfnmstar.com,legit
1322249,ignnpartbulkyf.com,dga
1770364,bnvyjoe.su,dga
832913,oraocean.com,legit
553258,girlpantyhoseart.tumblr.com,legit
1672152,webcrkloaawvlmdita.eu,dga
591661,bookings.org,legit
439315,1x2-neskill.uk,legit
1288220,gggqamentalistfanchonut.com,dga
893468,marathonstrategies.com,legit
1661123,rfunqeqhyxfy.com,dga
600259,searchlehighvalleypahomes.com,legit
824664,balmerlawrietravel.com,legit
849899,artbecomesyou.com,legit
486336,koreanland.rzb.ir,legit
1789313,mpfpuglxdgtbkhxhv.so,dga
481512,lamartinieregroupe.com,legit
1268994,ffmorasildeafeninguvuc.com,dga
1061591,ifce3067f86394e7efd5b55ea91b69e530.tk,dga
819900,simplecircuitdiagram.com,legit
194593,entranceprime.com,legit
1658120,pwuumnsgd.com,dga
1671252,vsnfgujx.bid,dga
702722,sbpress.com,legit
1589008,yaiysemitismgavenuteq.com,dga
1829055,lygcfwmwvcuqxa.net,dga
1724721,iossacuiwcymao.net,dga
899315,nancyshustle.com,legit
807492,buildingmgt.gov.hk,legit
658301,python.cz,legit
241551,thegadgetland.net,legit
818826,liftmygram.com,legit
328621,sportsbet.io,legit
2046593,ramrecords.com,legit
811223,arthurcox.com,legit
321341,bestialityswingers.com,legit
1544438,vluksagabardinedazyx.com,dga
1129817,mqbxgbrgjpqt.com,dga
605550,eloriente.net,legit
1341298,jlopinalcentricem.com,dga
464857,trackvisor.com,legit
903783,osram.us,legit
896368,mizushita.com,legit
1014409,yvuczw.info,dga
724330,sklepogrodniczy.net.pl,legit
2026112,gobearcats.com,legit
1642496,iykuxlbcvvvteq.com,dga
408998,auto-anders.de,legit
1242506,dprwellefrictionlessv.com,dga
1427243,omxuorcajanunal.com,dga
1457542,qgrpidablyhoosieraw.com,dga
326964,sk1er.club,legit
1073254,1nynhpx6qyntz175vlgs1v47wk1.biz,dga
840055,omgyoutube.com,legit
1306092,hjpvepictom.com,dga
1903184,pbc.gov.cn,legit
653622,proformics.com,legit
729334,musclass.ru,legit
498736,cork1point.com,legit
695210,keyworddensitycheckertool.net,legit
1993092,scotle.com,legit
888154,kingdomequipping.org,legit
562079,socialstatus.io,legit
669030,mytargetidiomas.com.br,legit
1203260,bhuminalcentricem.com,dga
648367,kickfile.me,legit
1307392,hlnusatformalisticirekb.com,dga
1674630,xgqgwshrkeywxat.com,dga
949677,hesabdarebartar.com,legit
663,comicbook.com,legit
839415,mikescustomweaponry.wordpress.com,legit
2013079,8122.jp,legit
514745,bellapotemkina.com,legit
676068,gorindir.net,legit
879391,hashc.co.uk,legit
1821904,hjlhrrgfmgmya.net,dga
285666,trnava.sk,legit
892343,luka.sk,legit
262357,teengirlpics.com,legit
61163,crispy-trend.net,legit
256312,xn--ma-dco-fline-eebe.fr,legit
345822,e-libertypro.ch,legit
1635119,fsidbciatydsbekr.com,dga
1457593,qgtasatformalisticirekb.com,dga
1233766,ddpfalitydevonianizuwb.com,dga
1902982,passport.service.gov.uk,legit
1120481,iwfypdedgjib.ru,dga
704450,stickleyaudi.com,legit
992225,mpcengr.com,legit
1292539,gocnplefrostbitecycz.com,dga
960117,klychiantivirus.ru,legit
187832,omvesti.ru,legit
30992,currencyrate.today,legit
312191,alkitab.mobi,legit
536300,mamk.fi,legit
384541,socialair.ru,legit
1569668,wyvtfordlinnetavox.com,dga
887577,kecilamass.blogspot.co.id,legit
1101850,cryfnqpowxwr.net,dga
1399112,mwxxvinskycattederifg.com,dga
1450497,pxcnsemitismgavenuteq.com,dga
57438,npu.edu.ua,legit
695945,lexmed.com,legit
1274561,fngoamentalistfanchonut.com,dga
726526,haryanvimp3download.in,legit
1428746,oqfbllaabettingk.com,dga
584957,hihouse.co.uk,legit
1377853,lpolsemitismgavenuteq.com,dga
1055482,173wpc8aodpt0h7o7kn1fcfrhv.net,dga
1814865,ctecibreiujwyzpswwbwa.org,dga
1643527,jksjyiksrolfxhnyuy.com,dga
606317,komponera.se,legit
1914681,akhtaboot.com,legit
763397,series-asia.blogspot.co.uk,legit
1054521,1kt1tbpmjnv84uxi1mtlke9yd.com,dga
741350,vibrofit-bg.com,legit
739025,mertoyun.com,legit
974037,zyrardowskie.pl,legit
608911,rizeapp.io,legit
1196119,awtcestnessbiophysicalohax.com,dga
1218637,cctdsikathrinezad.com,dga
1254996,eibkenhancedysb.com,dga
1718920,xudykyd.info,dga
1685286,icjhqmossyteca.com,dga
1977183,jsyunbf.com,legit
338278,ntcnaotemcomo.com.br,legit
1925120,wapbestmovie.biz,legit
907038,plumdoodles.com,legit
257450,nasdschools.org,legit
995822,barlarlarloe.blogspot.jp,legit
96414,lianlian.com.cn,legit
1510838,tlyqrsensinaix.com,dga
1988691,youngsluts-tube.com,legit
545537,shimischool.com,legit
911468,reverselogix.net,legit
816626,kbbionline.com,legit
671983,sergi8sergi.tumblr.com,legit
435168,media-sante.com,legit
77267,cnbb.org.br,legit
502094,twinfactory.co.uk,legit
134993,tvoemisto.tv,legit
993764,imaginetwilight.tumblr.com,legit
1053133,wpixlavogbtw1oc7kp7wbxla6.com,dga
1346726,jthvmachuslazaroqok.com,dga
522104,fc-akhmat.ru,legit
1562233,wmjcorcajanunal.com,dga
774796,bekajuegos.blogspot.com.co,legit
619172,maturaball-brgsolarcity.com,legit
392196,todohostingweb.com,legit
20482,abcmalayalam.co,legit
501156,dragonbreederscave.com,legit
618935,kiniger.com,legit
973779,zakazny.pl,legit
409901,bottleworld.de,legit
1273075,flfxepictom.com,dga
327065,ufuckingvideos.com,legit
768901,kamiyasindoor.com,legit
578429,togethershop.com.tw,legit
1405070,nhhjalitydevonianizuwb.com,dga
290990,mywalk.co.kr,legit
687777,coffeestainstudios.com,legit
2027174,diabet-med.com,legit
1165303,dxcjjnqwdrglhofdvginemt.com,dga
1950592,yakutena.com,legit
1321859,igemrsensinaix.com,dga
1978860,stoxos.gr,legit
1862467,cfwdijw.top,dga
1858424,pmnrqymuo.tv,dga
1288547,ggnrancorml.com,dga
6400,filmlinks4u.is,legit
323240,swedishamericanhall.com,legit
1870113,mathrubhumi.com,legit
759746,maddog2020casting.com,legit
1697066,ieikdngwbnyrea.su,dga
135419,maarefquran.org,legit
621167,udaan.nic.in,legit
1387378,mcisamentalistfanchonut.com,dga
1409596,nnilanerraticallyqozaw.com,dga
742910,chinee.net,legit
2010396,viral9.com,legit
2014380,douga-cafe.com,legit
1319968,icmcererwyatanb.com,dga
760576,mtfc.co.uk,legit
555047,taxi-brandes.de,legit
1250658,eajvllaabettingk.com,dga
91718,churchmotiongraphics.com,legit
965963,claryijacekaleka.blogspot.com,legit
392845,planview.com,legit
1749430,ojyndmsolnviwovv.net,dga
1979499,weibovideo.com,legit
74652,ballti.com,legit
1888039,freedirectionsonline.com,legit
1672140,wdxhbvibfbxeu.com,dga
775958,mvdtrading.com,legit
1517269,tvgdardenslavetusul.com,dga
1261660,esvmsemitismgavenuteq.com,dga
1280011,fvbovinskycattederifg.com,dga
1954588,yaxy.ru,legit
854342,bjorkandzhulkie.com,legit
1504562,tdqvenhancedysb.com,dga
1636201,gfckyeujofamwrylwli.com,dga
1187276,agxhalitydevonianizuwb.com,dga
978107,bhfitnessusa.com,legit
446373,rrguitars.it,legit
1544265,vlrlidablyhoosieraw.com,dga
1545819,vnstancorml.com,dga
1248890,dzajancorml.com,dga
127102,apollographql.com,legit
574105,pelisgratis.online,legit
1848995,yxhmpzxwzlruyoanpfqp.info,dga
252418,dogfood.guru,legit
32949,metrosport.gr,legit
295324,caldosullevette.com,legit
27070,radiosaovivo.net,legit
750479,shecams.com,legit
1869039,cigarettefamous.net,dga
978755,harbourfest.ca,legit
535317,ifilosofia.ru,legit
1295621,gstkleasuredehydratorysagp.com,dga
921012,suduemail.com,legit
1624632,bbvwkixowgh.com,dga
1796857,qyfrdxot.bit,dga
107806,ncpublicschools.gov,legit
234869,cleancruising.com.au,legit
724120,propatriae.pl,legit
2015077,gracha.click,legit
681948,smfriidrott.com,legit
1607476,zfviidablyhoosieraw.com,dga
911514,revolution.radio,legit
612780,bricobistro.com,legit
512723,uscartool.com,legit
827988,bc.com.tw,legit
1642035,iteyiptwuoigjhi.eu,dga
1804639,vmslatribijx.de,dga
1575491,xhxwsemitismgavenuteq.com,dga
1146694,tbuexrsgdeps.pw,dga
355714,thestudentphysicaltherapist.com,legit
1766524,mountainexcept.net,dga
1798648,sbgxufx.de,dga
1358967,kmbasagabardinedazyx.com,dga
864838,dashbot.io,legit
1186581,aghrfordlinnetavox.com,dga
476478,mxu.blogsky.com,legit
1994198,yesacc.com,legit
490290,scale-model-kits.com,legit
357313,thestrapshop.myshopify.com,legit
1347231,jtreenhancedysb.com,dga
46483,imei.az,legit
1260722,eqzzmen.com,dga
1130649,ndlstxpstocl.com,dga
1896512,portalangop.co.ao,legit
1288437,gglkidablyhoosieraw.com,dga
1815326,dbpspwjspbiifalmzfimmwmsb.com,dga
98585,tujugada.com.ar,legit
1857553,nbdwphm.dynserv.com,dga
1413184,nrssleasuredehydratorysagp.com,dga
517788,1vh.de,legit
163994,blacknight.com,legit
667512,lasalle.edu.br,legit
422704,nextgenpromotions.org,legit
1319214,iavfsikathrinezad.com,dga
1235879,dhaypartbulkyf.com,dga
160262,profesordeingles.eu,legit
1915950,a2zapk.com,legit
1852909,ywykkceomgyauwcg.org,dga
1447802,pthkalitydevonianizuwb.com,dga
613333,footbulle.be,legit
1642073,itpcyvcs.com,dga
1434617,pbgisatformalisticirekb.com,dga
1648906,lsxjvsdcbhlvd.com,dga
1683372,vnifpoeistixbj.com,dga
377996,costumepartyworld.com,legit
1444286,pnwaancorml.com,dga
1227778,csqcidablyhoosieraw.com,dga
1572209,xdptrsensinaix.com,dga
109943,literotic.com,legit
421910,varusandel.ro,legit
1217837,ccasinalcentricem.com,dga
1266671,fbytrasildeafeninguvuc.com,dga
595706,imltaf.co,legit
909316,qk3ytdj6cc6o6.ru,legit
824703,falconcafe.in,legit
834900,thefinalx.com,legit
1744931,lprhlbtsurfvtpsj.net,dga
1710945,lyrygyn.com,dga
1726862,mmzews.info,dga
1073770,1fz6dmr12j5ofy9i0qbj12jqfbg.biz,dga
331302,find-org.com,legit
651901,russia-karty.ru,legit
1419466,oacullaabettingk.com,dga
1151613,uunffqpibrby.ru,dga
1498375,sstuiologistbikerepil.com,dga
813657,hollandakonsoloslugu.com,legit
137435,redtailtechnology.com,legit
1838047,rueqimnrlzizocvyvninwjhj.com,dga
456405,genusswerkstatt-freiburg.de,legit
1932102,solent.ac.uk,legit
1860566,vssybyr.yi.org,dga
1640696,iemjafgeuoxsftavq.com,dga
653823,blms.co.il,legit
1966700,crimeaua1.wordpress.com,legit
1286068,gclyleasuredehydratorysagp.com,dga
498123,viaje-a-china.com,legit
520529,stellanin.pro,legit
1064185,foynycwtmkocxctf.ru,dga
845367,aaeccu.com,legit
1698890,kucpakworcilrn.me,dga
1747161,myszvpktkovloim.info,dga
1537666,vddrsagabardinedazyx.com,dga
291748,tapaibusok.blogspot.kr,legit
681148,moma-online.fr,legit
1566410,wszdidablyhoosieraw.com,dga
1806662,wqwetuca.tj,dga
235648,gatematic.in,legit
450905,vectrusintl.com,legit
941598,talkingretail.com,legit
775675,cds-show.ru,legit
1264840,eypasatformalisticirekb.com,dga
302988,momenty.org,legit
295027,whitepages.plus,legit
1458852,qivmestnessbiophysicalohax.com,dga
457257,fakti.rs,legit
1132662,nxheuhlsbwmi.ru,dga
1010367,17lytxx2jemeh197zzusyts0o5.org,dga
488369,supertarif.info,legit
83181,comi.gdn,legit
1283533,fzlcamentalistfanchonut.com,dga
1467399,qylyamentalistfanchonut.com,dga
173257,ngk.de,legit
1811691,arjidgqbdiixtjsrtelrr.org,dga
604088,jogo.sk,legit
589058,illinoiscompensation.com,legit
1433359,oyfqepictom.com,dga
951852,lapponiahomesalanya.com,legit
1137783,pqqekeebrnww.com,dga
971425,qwor.pl,legit
351931,thecompanywarehouse.co.uk,legit
1395403,mqrienhancedysb.com,dga
1386647,martenhancedysb.com,dga
1980393,showbie.com,legit
1868614,rwhpmexqveg.com,dga
1258902,eolzrsensinaix.com,dga
1261502,esrymen.com,dga
44064,spacemov.bz,legit
903430,optometrystudents.com,legit
171686,filin.tv,legit
813061,153.kiev.ua,legit
1465249,qunuestnessbiophysicalohax.com,dga
156064,minhvi.gob.ve,legit
1864752,udirwafdicw.com,dga
1324407,ikjqrasildeafeninguvuc.com,dga
622998,bon-joys.de,legit
1429660,oqyzerionirkutskagl.com,dga
1854830,fkunqainonwy.dynserv.com,dga
1954399,cpap.com,legit
1603368,yyxdiologistbikerepil.com,dga
1490012,semimen.com,dga
1097118,bcpprvgwuyty.biz,dga
1826367,kfyawpscziqux.com,dga
140658,sermonstudio.net,legit
614413,planeta42.com,legit
2042367,padmavati-movie.com,legit
938369,dosug71.com,legit
96718,scjy.gov.cn,legit
1452679,pzntbyplaywobb.com,dga
751582,interlink.or.jp,legit
1173374,c1mwvn1wajc5.net,dga
97047,yagejjyp.tmall.com,legit
1568635,wwxhsagabardinedazyx.com,dga
1686311,eovutdckuujxoc.su,dga
1596231,ymqcardenslavetusul.com,dga
2034218,us-proxy.org,legit
1508893,tjqtllaabettingk.com,dga
1273785,flsqorcajanunal.com,dga
1422472,oetyardenslavetusul.com,dga
760826,nationalhistoricships.org.uk,legit
563267,wenonah.com,legit
337615,schneider-electric.sk,legit
1151855,uvchcbxtlqji.com,dga
1868135,npyjznup.biz,dga
205518,shortlyst.com,legit
312237,fretjam.info,legit
1438614,pfzesatformalisticirekb.com,dga
495839,podiumsdirect.com,legit
958840,workdesk.blog.ir,legit
318155,aprima.com,legit
589071,insulinnation.com,legit
1246484,dvkcepictom.com,dga
1515879,tthpamentalistfanchonut.com,dga
1347784,jvawsemitismgavenuteq.com,dga
903985,outnback.com,legit
872669,filmcamerasn.pictures,legit
1573866,xfugvinskycattederifg.com,dga
695516,kyleswitchplates.com,legit
1425596,okltellefrictionlessv.com,dga
1424704,oissenhancedysb.com,dga
1656294,pccpxpvu.com,dga
746705,blogomundo.com,legit
438662,viralbuy.site,legit
719424,sms-bartar.com,legit
456525,lbv-shop.de,legit
1351187,jzioorcajanunal.com,dga
287356,llifle.com,legit
926225,thewimpyvegetarian.com,legit
1673694,wuotaeersrnhmtrv.com,dga
292343,adidas.com.vn,legit
1383316,lxfvsemitismgavenuteq.com,dga
953124,molaamiralmomenin.blogfa.com,legit
1383635,lxluvinskycattederifg.com,dga
1356131,kgmyererwyatanb.com,dga
357436,castforward.de,legit
539063,giveback.co.il,legit
1466565,qwseellefrictionlessv.com,dga
935720,yorktowndentalspa.com,legit
89925,ccis.edu,legit
495229,hymnstudiesblog.wordpress.com,legit
1212392,bvdmidablyhoosieraw.com,dga
940518,feetabc.ru,legit
753502,blueprintgaming.com,legit
777711,tittat.ru,legit
759323,lewis301.tumblr.com,legit
843656,dikkatfilmizle.com,legit
1433978,oyuqererwyatanb.com,dga
1252969,eejifordlinnetavox.com,dga
33894,p-insurgence.com,legit
1845159,wkftphxwfvravneguozvvdqp.biz,dga
1252038,ecoimen.com,dga
238205,sex-histories.net,legit
942138,newshay.com,legit
2008252,rinka.lt,legit
802581,uef-dampf.de,legit
183428,kancyl.com,legit
600998,steamboatsmyhome.com,legit
759484,living-room.co,legit
372281,problemcar.nl,legit
1468721,rbnuellefrictionlessv.com,dga
767510,praescriptio.ru,legit
1197655,ayztanerraticallyqozaw.com,dga
914199,savvyhomeblog.com,legit
508732,mibitequus.dk,legit
1390689,miidthoodivettewl.com,dga
626469,otg.de,legit
1683601,mvdhyduckjbply.me,dga
1517940,tvrpardenslavetusul.com,dga
253831,richmond.ac.uk,legit
776629,exlibris.com.au,legit
1765250,ntexploreretdo.net,dga
1137470,pplomrgejivk.net,dga
775643,forjobhunters.com,legit
895621,middleton.wi.us,legit
1701064,ofrpsdcdtjnqod.su,dga
1812810,bkbgpfst.biz,dga
1674066,wytdjsxrs.com,dga
107760,url88.cn,legit
1877966,prize-for-lucky-user.com,legit
1356846,kidrererwyatanb.com,dga
436624,professionaldevelopmentpath.com,legit
192446,akonthi.com,legit
811085,pmcdn.info,legit
954654,payazist.ir,legit
1275632,fnzfsagabardinedazyx.com,dga
732302,southparkfan.ru,legit
1718768,xubonod.info,dga
622118,wikipedia.nom.si,legit
298968,ubuntuportal.com,legit
387652,tampereenteatteri.fi,legit
1032545,xnsplhhdlatdrbi.co.uk,dga
62832,mz6.net,legit
1404308,nfssmachuslazaroqok.com,dga
1386237,majasagabardinedazyx.com,dga
2001803,euras.com,legit
1297746,gwqkancorml.com,dga
258487,mebelion.ru,legit
546749,hornymilfalone.com,legit
480126,kitap.net.ru,legit
953812,nichost.in,legit
1399597,myjtpartbulkyf.com,dga
1177921,nxy3u4e2qbgp9k.net,dga
119962,115vip.com,legit
2044346,caribjournal.com,legit
1507019,thjiidablyhoosieraw.com,dga
1655443,orgtylhkqbyvtmycvox.com,dga
924143,thecornerboston.com,legit
719870,wificamera.com,legit
1937111,stu.edu.tw,legit
1014494,sqgmyulpdu.com,dga
1178798,q5c41fqlrzh.net,dga
561821,sentientruin.com,legit
160535,marantz.com,legit
1150414,ulhynuwokrji.ru,dga
492092,e180.ru,legit
1463693,qsfcmachuslazaroqok.com,dga
954341,pagetheme.ir,legit
906239,physemp.com,legit
1288009,ggbzenhancedysb.com,dga
607116,vanhamoto.net,legit
747935,thaipop-descargas.blogspot.mx,legit
1423864,ogzosikathrinezad.com,dga
1381628,lvcosikathrinezad.com,dga
206030,until.am,legit
274471,studiotamani.org,legit
1347010,jtndinalcentricem.com,dga
681259,ndraweb.com,legit
1742086,jptkvlqopycwzr.biz,dga
515648,redproteger.com.ar,legit
1246910,dvrmamentalistfanchonut.com,dga
280738,newstarsoccer.com,legit
1004530,aqll7cxo4l561yvmu3mi0tyop.biz,dga
1763043,xyjkqimoomqvpdgv.com,dga
754107,casestudysolution.xyz,legit
457581,bighassle.com,legit
771215,july-women.ru,legit
1513673,tpwtorcajanunal.com,dga
210659,brosciencelife.com,legit
1203586,bjadpartbulkyf.com,dga
353448,sfagro.uol.com.br,legit
507773,myiconfinder.com,legit
958972,yaarino.com,legit
1351745,jzsupartbulkyf.com,dga
1937599,xiachehd.com,legit
1328123,iqqoanerraticallyqozaw.com,dga
948440,fanabnama.com,legit
163351,smccme.edu,legit
1571782,xdilmen.com,dga
783382,beetlebum.de,legit
943011,dcsce.me,legit
845837,acequeenking.tumblr.com,legit
1928463,chemax.ru,legit
399736,prouniver.com,legit
636048,israelbookshop.com,legit
1413229,nrtninalcentricem.com,dga
1282031,fxkgmen.com,dga
1280569,fvlcidablyhoosieraw.com,dga
1223894,cmgysikathrinezad.com,dga
1099183,brpvscjieljx.net,dga
2033345,posao.ba,legit
505043,cheapflights.com.my,legit
1755868,rzkkpfijfsouvfwo.com,dga
491630,technoprogram.com,legit
794416,mccain.ch,legit
1177235,mbutxqpwzegs.com,dga
342897,ariyads.ir,legit
1193410,asfzllaabettingk.com,dga
251494,sksboards.com,legit
5363,campograndenews.com.br,legit
881133,homeguidenw.com,legit
247131,teenpussypornpics.com,legit
98574,viagogo.fr,legit
1764995,etadobeflashplayegr.co.uk,dga
187508,ked-keshwr.info,legit
509597,wevaphotography.com,legit
457890,houstongardencenters.com,legit
308859,nylaarp.com,legit
1934339,animechiby.com,legit
1001454,bowtbb1dxq7if14dj94p711n5o.biz,dga
549697,sanitarium.com.au,legit
1198728,bbsdorcajanunal.com,dga
1904517,geektopia.es,legit
253624,mensagens-dos-anjos.com,legit
144812,den-den-everydey.blogspot.jp,legit
1156144,wngdinwvjwwd.pw,dga
1647790,lgghiiiphctc.eu,dga
1109690,finnrvosdnnv.club,dga
1215640,bzibanerraticallyqozaw.com,dga
530911,centraltexaspigs.org,legit
745186,provoke-online.com,legit
91117,atu.ir,legit
596439,kpastrologylearning.com,legit
685077,beachmunicipal.org,legit
263274,pvinsights.com,legit
649659,edri.org,legit
574281,biletos.com,legit
1470269,rdpbalitydevonianizuwb.com,dga
1805788,wdnxkrdeumpkelunnegnl.cx,dga
827032,pfsa.com.pl,legit
1815677,dhuqfmvbapoxcqpbuo.biz,dga
1251338,eaztbyplaywobb.com,dga
793437,leuchtturm-am-see.de,legit
461138,howirecovered.com,legit
1853482,bpojzprs.dynserv.com,dga
702279,roxygraceandcompany.com,legit
903764,osirusbluez.tumblr.com,legit
525765,irishlottoresults.ie,legit
477044,titrebartar.ir,legit
1332651,iyppardenslavetusul.com,dga
1204172,bjkralitydevonianizuwb.com,dga
764027,spicedblog.com,legit
1689767,pfeencfuopptsl.com,dga
1198311,bbljamentalistfanchonut.com,dga
950068,ifightcrime.github.io,legit
1585638,xvzxpartbulkyf.com,dga
1055084,7a9osota1xjl3h2fov1armjs3.net,dga
1874773,pureflix.com,legit
470965,widlaki.krakow.pl,legit
1692377,wvkxdgdtaaymug.net,dga
411126,webspider99.weebly.com,legit
663086,condominiovivavidacampos.com.br,legit
1448336,ptqkmachuslazaroqok.com,dga
